,word,emotion,sentiment
9843,personable,,positive
9844,personages,,positive
9845,personal,trust,
9846,personality,,positive
9847,personalized,,positive
9848,personification,,
9849,perspective,,
9850,perspicuous,,positive
9851,perspicuously,,positive
9852,perspiration,disgust,
9853,persuade,trust,positive
9854,persuasion,,
9855,persuasive,,positive
9856,persuasively,,positive
9857,pert,,
9858,pertinacious,,negative
9859,pertinaciously,,negative
9860,pertinacity,,negative
9861,pertinent,trust,positive
9862,perturb,,negative
9863,perturbation,fear,negative
9864,perturbed,,negative
9865,pertussis,,negative
9866,pervasive,,negative
9867,perverse,anger,negative
9868,perversely,,negative
9869,perversion,anger,negative
9870,perversity,,negative
9871,pervert,anger,negative
9872,perverted,disgust,negative
9873,perverts,,negative
9874,pessimism,anger,negative
9875,pessimist,fear,negative
9876,pessimistic,,negative
9877,pessimistically,,negative
9878,pest,anger,negative
9879,pestilence,disgust,negative
9880,pestilent,,negative
9881,pet,,negative
9882,petition,,
9883,petitioner,,
9884,petrified,,negative
9885,petrify,,negative
9886,petroleum,disgust,negative
9887,pettifog,,negative
9888,petty,,negative
9889,pew,,
9890,pewter,,
9891,phalanx,fear,
9892,phantom,fear,negative
9893,pharmaceutical,,positive
9894,pharmacist,,
9895,pharmacology,,
9896,phase,,
9897,phenomenal,,positive
9898,phenomenally,,positive
9899,philanthropic,trust,
9900,philanthropist,trust,positive
9901,philanthropy,,positive
9902,philosopher,trust,positive
9903,philosophic,,
9904,philosophize,,
9905,phlegm,disgust,negative
9906,phobia,,negative
9907,phobic,,negative
9908,phoenix,,positive
9909,phone,,
9910,phonetic,,positive
9911,phony,anger,negative
9912,phosphor,,
9913,photo,,
9914,photography,,
9915,photometry,,
9916,phrase,,
9917,physician,trust,positive
9918,physicist,trust,
9919,physics,,positive
9920,physiology,,positive
9921,physique,,positive
9922,piano,,
9923,pick,,positive
9924,picket,anger,negative
9925,picketed,,negative
9926,picketing,anger,negative
9927,pickets,,negative
9928,pickle,,negative
9929,picky,,negative
9930,picnic,anticipation,positive
9931,picture,,
9932,picturesque,joy,positive
9933,pie,,
9934,piece,,
9935,pier,,
9936,piety,,positive
9937,pig,disgust,negative
9938,pigeon,,negative
9939,pigs,,negative
9940,pile,,
9941,piles,disgust,negative
9942,pill,trust,positive
9943,pillage,anger,negative
9944,pillar,,positive
9945,pillory,,negative
9946,pillow,,positive
9947,pillowcase,,
9948,pilot,trust,positive
9949,pimp,,negative
9950,pimple,disgust,negative
9951,pinch,,negative
9952,pine,sadness,negative
9953,pineapple,,
9954,pinhole,,
9955,pinion,fear,negative
9956,pink,,
9957,pinnacle,,positive
9958,pioneer,,positive
9959,pious,disgust,positive
9960,pip,,
9961,pipe,,
9962,pipeline,,
9963,pique,anger,negative
9964,piracy,,negative
9965,pirate,anger,negative
9966,piscina,,
9967,pistol,,negative
9968,pit,,
9969,pitch,,
9970,pitfall,anger,negative
9971,pith,trust,positive
9972,pithy,,positive
9973,pitiable,,negative
9974,pitiful,,negative
9975,pitifully,,negative
9976,pitiless,,negative
9977,pitilessly,,negative
9978,pittance,,negative
9979,pity,sadness,negative
9980,pivot,trust,positive
9981,pivotal,,
9982,placard,surprise,
9983,placate,,positive
9984,place,,
9985,placebo,,
9986,placid,,positive
9987,placket,,
9988,plagiarism,disgust,negative
9989,plagiarize,,negative
9990,plague,disgust,negative
9991,plaid,,
9992,plain,,positive
9993,plainly,,positive
9994,plaintiff,,negative
9995,plaintive,sadness,
9996,plan,anticipation,
9997,plane,,
9998,planet,,
9999,planetarium,,
10000,planning,anticipation,positive
10001,plant,,
10002,plantation,,
10003,planter,,
10004,planting,,
10005,plaster,,
10006,plasticky,,negative
10007,plateau,,
10008,plated,,negative
10009,plating,,
10010,platter,,
10011,plausibility,,positive
10012,plausible,,positive
10013,play,,
10014,playa,,
10015,player,,negative
10016,playful,anger,positive
10017,playfully,,positive
10018,playground,anticipation,positive
10019,playhouse,joy,positive
10020,playmate,,positive
10021,plaything,,negative
10022,playwright,,
10023,plaza,,
10024,plea,anticipation,negative
10025,plead,,
10026,pleading,,
10027,pleadingly,,
10028,pleas,,negative
10029,pleasant,anticipation,positive
10030,pleasantly,,positive
10031,pleasantry,,positive
10032,please,,positive
10033,pleased,joy,positive
10034,pleases,,positive
10035,pleasing,,positive
10036,pleasingly,,positive
10037,pleasurable,joy,positive
10038,pleasurably,,positive
10039,pleasure,,positive
10040,plebeian,,negative
10041,pledge,joy,positive
10042,pledged,,
10043,pledges,,positive
10044,plenary,,positive
10045,plentiful,,positive
10046,plenty,,positive
10047,plexus,,positive
10048,pliers,,
10049,plight,anticipation,negative
10050,plinth,,
10051,plod,,
10052,plodding,,negative
10053,plot,,negative
10054,plotters,,negative
10055,plough,,
10056,ploughed,,
10057,plover,,
10058,plow,,
10059,plowed,,
10060,ploy,,negative
10061,pluck,,
10062,plug,,
10063,plum,,positive
10064,plumb,,positive
10065,plume,,
10066,plummet,fear,negative
10067,plump,anticipation,
10068,plunder,anger,negative
10069,plunderer,,negative
10070,plunge,fear,negative
10071,plural,,
10072,pluses,,positive
10073,plush,,positive
10074,plusses,,positive
10075,ply,,positive
10076,pneumonia,fear,negative
10077,poaching,anger,negative
10078,pod,,
10079,poem,,
10080,poet,,
10081,poetic,,positive
10082,poeticize,,positive
10083,poetics,,
10084,poignant,,positive
10085,point,,
10086,pointedly,,positive
10087,pointer,,
10088,pointless,sadness,negative
10089,pointlessly,,negative
10090,poise,,positive
10091,poised,,positive
10092,poison,anger,negative
10093,poisoned,anger,negative
10094,poisoning,disgust,negative
10095,poisonous,anger,negative
10096,poisonously,,negative
10097,poke,anticipation,negative
10098,poker,,
10099,pokey,,negative
10100,poky,,negative
10101,polar,,
10102,polarisation,,negative
10103,polarity,surprise,
10104,pole,,
10105,polemic,anger,negative
10106,polemize,,negative
10107,police,fear,positive
10108,policeman,fear,positive
10109,policy,trust,
10110,polio,fear,negative
10111,polish,,positive
10112,polished,,positive
10113,polite,,positive
10114,politeness,,positive
10115,politic,disgust,positive
10116,politician,,
10117,politics,anger,
10118,poll,trust,
10119,pollute,disgust,negative
10120,polluter,,negative
10121,polluters,,negative
10122,pollution,disgust,negative
10123,polution,,negative
10124,polygamy,disgust,negative
10125,pomp,,negative
10126,pompous,disgust,negative
10127,pond,,
10128,ponder,,
10129,ponderous,,negative
10130,pontiff,trust,
10131,pontoon,,
10132,pony,,
10133,poodle,,
10134,pool,,positive
10135,poor,,negative
10136,poorer,,negative
10137,poorest,,negative
10138,poorly,,negative
10139,pop,surprise,negative
10140,pope,,positive
10141,popular,,positive
10142,popularity,,positive
10143,popularized,,positive
10144,population,,positive
10145,populous,,positive
10146,porcelain,,
10147,porch,,
10148,porcupine,,negative
10149,pork,,
10150,porn,disgust,negative
10151,porno,,negative
10152,pornographic,,negative
10153,pornography,disgust,negative
10154,porosity,,
10155,port,,
10156,portable,,positive
10157,portal,,
10158,portrait,,
10159,portray,,
10160,pose,,negative
10161,posh,,positive
10162,posited,,
10163,position,,
10164,positive,,positive
10165,positively,,positive
10166,positiveness,,positive
10167,positives,,positive
10168,positivity,,positive
10169,posse,fear,
10170,possess,anticipation,positive
10171,possessed,anger,negative
10172,possessing,,
10173,possession,anger,negative
10174,possessor,,
10175,possibility,anticipation,
10176,possible,,
10177,possibly,,
10178,post,,
10179,posterior,,
10180,posterity,,positive
10181,posthumous,sadness,negative
10182,postpone,,
10183,postponement,surprise,negative
10184,postulate,,
10185,posture,,
10186,posturing,,negative
10187,potable,,positive
10188,potency,,positive
10189,potent,,positive
10190,potential,,positive
10191,potluck,,
10192,potter,,
10193,pouch,,
10194,poultry,,
10195,pound,anger,negative
10196,pour,,
10197,pout,,negative
10198,poverty,anger,negative
10199,pow,anger,
10200,powder,,
10201,powdery,,
10202,power,,
10203,powerful,anger,positive
10204,powerfully,fear,positive
10205,powerless,anger,negative
10206,pox,,
10207,practicable,,positive
10208,practical,,positive
10209,practically,,
10210,practice,,positive
10211,practiced,joy,positive
10212,practise,anticipation,positive
10213,pragmatic,,positive
10214,praise,joy,positive
10215,praised,joy,positive
10216,praiseworthy,anticipation,positive
10217,praising,,positive
10218,prance,,positive
10219,prank,surprise,negative
10220,prate,,negative
10221,pratfall,,negative
10222,prattle,,negative
10223,pray,anticipation,positive
10224,pre-eminent,,positive
10225,preach,,positive
10226,preacher,,
10227,preaching,,positive
10228,precarious,anticipation,negative
10229,precariously,,negative
10230,precaution,,positive
10231,precautions,,positive
10232,precede,,positive
10233,precedence,trust,positive
10234,precedent,,positive
10235,precept,,positive
10236,precession,,
10237,precinct,,negative
10238,precious,anticipation,positive
10239,precipice,fear,
10240,precipitate,,negative
10241,precipitous,,negative
10242,precise,,positive
10243,precisely,,positive
10244,precision,,positive
10245,preclude,anger,
10246,precursor,anticipation,
10247,predatory,,negative
10248,predicament,fear,negative
10249,predict,anticipation,
10250,predictable,,
10251,predictablely,,
10252,prediction,anticipation,
10253,predilection,anticipation,positive
10254,predispose,anticipation,
10255,predisposed,,
10256,predominant,trust,positive
10257,predominate,,
10258,preeminent,,positive
10259,preemption,,
10260,preemptive,,positive
10261,preface,,
10262,prefer,trust,positive
10263,preferable,,positive
10264,preferably,,positive
10265,prefered,,positive
10266,preference,,positive
10267,preferences,,positive
10268,preferes,,positive
10269,preferring,,positive
10270,prefers,,positive
10271,prefix,,
10272,pregnancy,disgust,negative
10273,prejudge,,negative
10274,prejudice,anger,negative
10275,prejudiced,disgust,negative
10276,prejudices,,negative
10277,prejudicial,anger,negative
10278,preliminary,anticipation,
10279,premature,surprise,
10280,premeditated,fear,negative
10281,premier,,positive
10282,premise,,positive
10283,premises,,positive
10284,premium,,positive
10285,preoccupy,,negative
10286,preparation,anticipation,
10287,preparatory,anticipation,positive
10288,prepare,anticipation,positive
10289,prepared,anticipation,positive
10290,preparedness,anticipation,
10291,preponderance,trust,positive
10292,preposterous,,negative
10293,preposterously,,negative
10294,prerequisite,anticipation,
10295,prescient,anticipation,positive
10296,presence,,positive
10297,present,anticipation,positive
10298,presentable,,positive
10299,presentment,,negative
10300,preservation,,
10301,preservative,anticipation,positive
10302,preserve,,positive
10303,preside,,
10304,president,trust,positive
10305,press,,positive
10306,pressing,,negative
10307,pressure,,negative
10308,pressures,,
10309,prestige,joy,positive
10310,prestigious,,positive
10311,presto,joy,positive
10312,presumably,,
10313,presume,,negative
10314,presumption,trust,
10315,presumptive,,
10316,presumptuous,anger,negative
10317,presumptuously,,negative
10318,presuppose,,
10319,pretence,,negative
10320,pretend,,negative
10321,pretended,,negative
10322,pretending,anger,negative
10323,pretense,,negative
10324,pretensions,,negative
10325,pretentious,,negative
10326,pretentiously,,negative
10327,prettily,,positive
10328,pretty,anticipation,positive
10329,prevail,anticipation,positive
10330,prevalent,trust,
10331,prevaricate,,negative
10332,prevent,fear,
10333,prevention,anticipation,positive
10334,preventive,,negative
10335,prey,fear,negative
10336,price,,
10337,priceless,,positive
10338,pricey,,negative
10339,pricier,,negative
10340,prick,anger,negative
10341,prickle,,negative
10342,prickles,,negative
10343,prickly,,negative
10344,pride,joy,positive
10345,prideful,,negative
10346,priest,trust,positive
10347,priesthood,anticipation,positive
10348,priestly,,positive
10349,prik,,negative
10350,primacy,,positive
10351,primarily,,positive
10352,primary,,positive
10353,prime,,positive
10354,primer,trust,positive
10355,priming,,
10356,primitive,,negative
10357,primordial,,
10358,prince,,positive
10359,princely,anticipation,positive
10360,princess,,positive
10361,principal,trust,positive
10362,principle,,positive
10363,principled,,positive
10364,print,,
10365,printing,,
10366,priority,,
10367,priory,,
10368,prism,,
10369,prismatic,,
10370,prison,anger,negative
10371,prisoner,anger,negative
10372,pristine,,positive
10373,privacy,,positive
10374,privilege,,positive
10375,privileged,joy,positive
10376,privy,trust,negative
10377,prize,,positive
10378,pro,,positive
10379,pro-american,,positive
10380,pro-beijing,,positive
10381,pro-cuba,,positive
10382,pro-peace,,positive
10383,proactive,,positive
10384,probability,anticipation,
10385,probation,anticipation,
10386,probe,,
10387,probity,trust,positive
10388,problem,fear,negative
10389,problem-free,,positive
10390,problem-solver,,positive
10391,problematic,,negative
10392,problems,,negative
10393,procedure,fear,positive
10394,proceed,,
10395,proceeding,anticipation,
10396,proceeds,,
10397,process,,
10398,procession,joy,positive
10399,proclaim,,
10400,proclamation,,
10401,procrastinate,,negative
10402,procrastinates,,negative
10403,procrastination,,negative
10404,procreation,,
10405,proctor,trust,positive
10406,procure,,positive
10407,prodigal,,negative
10408,prodigious,,positive
10409,prodigiously,,positive
10410,prodigy,,positive
10411,produce,,
10412,producer,,positive
10413,producing,,positive
10414,production,anticipation,positive
10415,productive,,positive
10416,productively,,positive
10417,productivity,,positive
10418,profane,anger,negative
10419,profanity,anger,negative
10420,profess,,positive
10421,profession,,positive
10422,professional,trust,positive
10423,professor,trust,positive
10424,professorship,trust,
10425,proffer,,positive
10426,proficiency,anticipation,positive
10427,proficient,trust,positive
10428,proficiently,,positive
10429,profile,,
10430,profit,,positive
10431,profitable,,positive
10432,profound,,positive
10433,profoundly,,positive
10434,profuse,,positive
10435,profusely,,positive
10436,profusion,,negative
10437,prognosis,anticipation,
10438,prognostic,anticipation,
10439,prognosticate,,
10440,program,,
10441,programme,,
10442,progress,anticipation,positive
10443,progression,anticipation,positive
10444,progressive,,positive
10445,prohibit,,negative
10446,prohibited,anger,negative
10447,prohibition,,negative
10448,prohibitive,,negative
10449,prohibitively,,negative
10450,project,,
10451,projectile,fear,
10452,projectiles,fear,
10453,projecting,,
10454,prolific,,positive
10455,prologue,anticipation,
10456,prolong,disgust,negative
10457,prolonged,,
10458,prominence,,positive
10459,prominent,,positive
10460,prominently,,positive
10461,promiscuous,,negative
10462,promise,joy,positive
10463,promised,,positive
10464,promises,,positive
10465,promising,,positive
10466,promote,,
10467,promoter,,positive
10468,promotion,,positive
10469,prompt,,positive
10470,promptly,,positive
10471,prone,,
10472,pronounce,,
10473,proof,trust,
10474,prop,,positive
10475,propaganda,,negative
10476,propagandize,,negative
10477,propagate,,
10478,propagation,,
10479,propel,,
10480,propelled,,
10481,proper,,positive
10482,properly,,positive
10483,property,,
10484,prophecy,anticipation,
10485,prophesy,,
10486,prophet,anticipation,positive
10487,prophetic,anticipation,
10488,prophylactic,anticipation,positive
10489,propitious,,positive
10490,propitiously,,positive
10491,proportion,,
10492,proportionate,,
10493,proportionately,,
10494,proposal,,
10495,propose,,
10496,proposition,,positive
10497,proprietary,,negative
10498,proprietorship,,
10499,propriety,,positive
10500,pros,,positive
10501,proscription,,negative
10502,proscriptions,,negative
10503,prose,,
10504,prosecute,anger,negative
